,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.00014708045300779526
4,KnockoffNet,10000,0.0683924106486248
5,KnockoffNet,20000,0.01058979261656126
6,KnockoffNet,25000,0.01117811442859244
7,KnockoffNet,40000,0.06500956022944551
8,KnockoffNet,50000,0.20650095602294455
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.08736578908663038
4,KnockoffNet,10000,0.031475216943668186
5,KnockoffNet,20000,0.022209148404177086
6,KnockoffNet,25000,0.15163994705103692
7,KnockoffNet,40000,0.3076923076923077
8,KnockoffNet,50000,0.06324459479335197
