,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00016823687752355316
2,KnockoffNet,1000,0.010262449528936743
3,KnockoffNet,5000,0.012113055181695828
4,KnockoffNet,10000,0.002187079407806191
5,KnockoffNet,20000,0.011776581426648721
6,KnockoffNet,25000,0.009757738896366084
7,KnockoffNet,40000,0.007738896366083445
8,KnockoffNet,50000,0.0058882907133243605
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.077557200538358
2,KnockoffNet,1000,0.0011776581426648722
3,KnockoffNet,5000,0.0058882907133243605
4,KnockoffNet,10000,0.005551816958277255
5,KnockoffNet,20000,0.06880888290713325
6,KnockoffNet,25000,0.015141318977119785
7,KnockoffNet,40000,0.00689771197846568
8,KnockoffNet,50000,0.009253028263795425
