,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.33299127757824526
1,KnockoffNet,500,0.09098683085342911
2,KnockoffNet,1000,0.18163160595177014
3,KnockoffNet,5000,0.3683940482298615
4,KnockoffNet,10000,0.05079527963057978
5,KnockoffNet,20000,0.20711475970583204
6,KnockoffNet,25000,0.13955874807593638
7,KnockoffNet,40000,0.4125192406362237
8,KnockoffNet,50000,0.06328031469129468
0,KnockoffNet,250,0.068924234650248
1,KnockoffNet,500,0.5589191038139216
2,KnockoffNet,1000,0.07080554130323242
3,KnockoffNet,5000,0.2833931930904737
4,KnockoffNet,10000,0.137848469300496
5,KnockoffNet,20000,0.41029587822815117
6,KnockoffNet,25000,0.12296904395416453
7,KnockoffNet,40000,0.039849495467761245
8,KnockoffNet,50000,0.059517701385325805
