,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.002540650406504065
1,KnockoffNet,500,0.0016937669376693768
2,KnockoffNet,1000,0.00033875338753387534
3,KnockoffNet,5000,0.0020325203252032522
4,KnockoffNet,10000,0.0016937669376693768
5,KnockoffNet,20000,0.0037262872628726286
6,KnockoffNet,25000,0.0040650406504065045
7,KnockoffNet,40000,0.010331978319783199
8,KnockoffNet,50000,0.03861788617886179
0,KnockoffNet,250,0.0011856368563685636
1,KnockoffNet,500,0.009146341463414634
2,KnockoffNet,1000,0.0016937669376693768
3,KnockoffNet,5000,0.0006775067750677507
4,KnockoffNet,10000,0.01609078590785908
5,KnockoffNet,20000,0.001524390243902439
6,KnockoffNet,25000,0.0037262872628726286
7,KnockoffNet,40000,0.009146341463414634
8,KnockoffNet,50000,0.012703252032520325
