,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.00014847809948032666
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.034892353377876766
5,KnockoffNet,20000,0.148626577579807
6,KnockoffNet,25000,0.1276911655530809
7,KnockoffNet,40000,0.15961395694135114
8,KnockoffNet,50000,0.14981440237564958
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.1291759465478842
4,KnockoffNet,10000,0.004899777282850779
5,KnockoffNet,20000,0.20133630289532295
6,KnockoffNet,25000,0.0696362286562732
7,KnockoffNet,40000,0.15070527097253156
8,KnockoffNet,50000,0.15248700816629548
