,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.015587114651887772
1,KnockoffNet,500,0.09733287149289921
2,KnockoffNet,1000,0.019743678559057846
3,KnockoffNet,5000,0.04121925874610322
4,KnockoffNet,10000,0.10114305507447177
5,KnockoffNet,20000,0.35192241080706615
6,KnockoffNet,25000,0.2485278836162106
7,KnockoffNet,40000,0.43851749220644265
8,KnockoffNet,50000,0.14288188430897125
0,KnockoffNet,250,0.1744024939383443
1,KnockoffNet,500,0.03619674402493939
2,KnockoffNet,1000,0.038448216141323176
3,KnockoffNet,5000,0.09161759612054035
4,KnockoffNet,10000,0.08798060270176654
5,KnockoffNet,20000,0.20003463803255975
6,KnockoffNet,25000,0.35330793210945616
7,KnockoffNet,40000,0.14444059577416002
8,KnockoffNet,50000,0.45081399376515413
