,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0003211303789338471
1,KnockoffNet,500,0.003371868978805395
2,KnockoffNet,1000,0.0004816955684007707
3,KnockoffNet,5000,0.0003211303789338471
4,KnockoffNet,10000,0.010115606936416185
5,KnockoffNet,20000,0.01348747591522158
6,KnockoffNet,25000,0.005619781631342325
7,KnockoffNet,40000,0.05539499036608863
8,KnockoffNet,50000,0.05876685934489403
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00016056518946692356
2,KnockoffNet,1000,0.0004816955684007707
3,KnockoffNet,5000,0.00016056518946692356
4,KnockoffNet,10000,0.00016056518946692356
5,KnockoffNet,20000,0.007867694283879255
6,KnockoffNet,25000,0.013648041104688504
7,KnockoffNet,40000,0.028259473346178548
8,KnockoffNet,50000,0.12989723827874117
