,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.004161331626120359
1,KnockoffNet,500,0.0006402048655569782
2,KnockoffNet,1000,0.0008002560819462228
3,KnockoffNet,5000,0.056978233034571064
4,KnockoffNet,10000,0.020486555697823303
5,KnockoffNet,20000,0.04177336747759283
6,KnockoffNet,25000,0.005761843790012804
7,KnockoffNet,40000,0.01888604353393086
8,KnockoffNet,50000,0.08002560819462227
0,KnockoffNet,250,0.0003201024327784891
1,KnockoffNet,500,0.00016005121638924455
2,KnockoffNet,1000,0.00048015364916773366
3,KnockoffNet,5000,0.0016005121638924455
4,KnockoffNet,10000,0.001120358514724712
5,KnockoffNet,20000,0.08450704225352113
6,KnockoffNet,25000,0.03153008962868118
7,KnockoffNet,40000,0.024327784891165175
8,KnockoffNet,50000,0.09779129321382843
