,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.000662361318099023
2,KnockoffNet,1000,0.0011591323066732903
3,KnockoffNet,5000,0.006292432521940719
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.0036429872495446266
6,KnockoffNet,25000,0.010597781089584368
7,KnockoffNet,40000,0.004636529226693161
8,KnockoffNet,50000,0.014406358668653751
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0003311806590495115
2,KnockoffNet,1000,0.0003311806590495115
3,KnockoffNet,5000,0.0009935419771485345
4,KnockoffNet,10000,0.039244908097367116
5,KnockoffNet,20000,0.0036429872495446266
6,KnockoffNet,25000,0.0004967709885742673
7,KnockoffNet,40000,0.03510514985924822
8,KnockoffNet,50000,0.01324722636198046
