,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.04393913489485382
1,KnockoffNet,500,0.0037613267225166695
2,KnockoffNet,1000,0.002393571550692426
3,KnockoffNet,5000,0.007351684048555309
4,KnockoffNet,10000,0.0041032655154727305
5,KnockoffNet,20000,0.09334929047700462
6,KnockoffNet,25000,0.4106684903402291
7,KnockoffNet,40000,0.679603351000171
8,KnockoffNet,50000,0.4125491537014874
0,KnockoffNet,250,0.023080868524534108
1,KnockoffNet,500,0.0041032655154727305
2,KnockoffNet,1000,0.028209950418875022
3,KnockoffNet,5000,0.028893828004787143
4,KnockoffNet,10000,0.013848521114720465
5,KnockoffNet,20000,0.06838775859121217
6,KnockoffNet,25000,0.04376816549837579
7,KnockoffNet,40000,0.07061036074542656
8,KnockoffNet,50000,0.5248760471875534
