,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.05421070576201841
3,KnockoffNet,5000,0.07211046709853393
4,KnockoffNet,10000,0.0434708489601091
5,KnockoffNet,20000,0.27804295942720764
6,KnockoffNet,25000,0.37214456188203204
7,KnockoffNet,40000,0.3625980225025571
8,KnockoffNet,50000,0.20218206614387998
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0015342652574156155
2,KnockoffNet,1000,0.0005114217524718718
3,KnockoffNet,5000,0.03614047050801227
4,KnockoffNet,10000,0.040061370610296625
5,KnockoffNet,20000,0.36754176610978523
6,KnockoffNet,25000,0.27804295942720764
7,KnockoffNet,40000,0.3494715308557791
8,KnockoffNet,50000,0.41629730651210367
