,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0013373453694416582
2,KnockoffNet,1000,0.0021731862253426947
3,KnockoffNet,5000,0.005850885991307255
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.005516549648946841
6,KnockoffNet,25000,0.005349381477766633
7,KnockoffNet,40000,0.0056837178201270475
8,KnockoffNet,50000,0.0005015045135406219
0,KnockoffNet,250,0.00016716817118020728
1,KnockoffNet,500,0.00033433634236041456
2,KnockoffNet,1000,0.00016716817118020728
3,KnockoffNet,5000,0.0005015045135406219
4,KnockoffNet,10000,0.0020060180541624875
5,KnockoffNet,20000,0.0008358408559010365
6,KnockoffNet,25000,0.00033433634236041456
7,KnockoffNet,40000,0.0020060180541624875
8,KnockoffNet,50000,0.03460381143430291
