,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00015875535799333228
2,KnockoffNet,1000,0.011271630417526591
3,KnockoffNet,5000,0.16685188125099223
4,KnockoffNet,10000,0.055564375297666294
5,KnockoffNet,20000,0.019685664391173203
6,KnockoffNet,25000,0.25003968883949834
7,KnockoffNet,40000,0.16907445626289888
8,KnockoffNet,50000,0.10541355770757263
0,KnockoffNet,250,0.00031751071598666456
1,KnockoffNet,500,0.0004762660739799968
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.16955072233687887
4,KnockoffNet,10000,0.009049055405619939
5,KnockoffNet,20000,0.004445150023813304
6,KnockoffNet,25000,0.01666931258929989
7,KnockoffNet,40000,0.029846007302746468
8,KnockoffNet,50000,0.08588664867439276
