,Method Name,Stealing Dataset Size,Accuracy
2,KnockoffNet,1000,0.0071690855044588215
3,KnockoffNet,5000,0.004196537856268579
4,KnockoffNet,10000,0.051407588739290085
5,KnockoffNet,20000,0.1533484874978143
6,KnockoffNet,25000,0.11575450253540828
7,KnockoffNet,40000,0.12572127994404617
8,KnockoffNet,50000,0.17957684909949292
0,KnockoffNet,250,0.0011776581426648722
1,KnockoffNet,500,0.022039030955585466
2,KnockoffNet,1000,0.0015141318977119785
3,KnockoffNet,5000,0.0006729475100942127
4,KnockoffNet,10000,0.0006729475100942127
5,KnockoffNet,20000,0.02388963660834455
6,KnockoffNet,25000,0.015814266487214
7,KnockoffNet,40000,0.018337819650067293
8,KnockoffNet,50000,0.004374158815612382
0,KnockoffNet,250,0.0008411843876177658
1,KnockoffNet,500,0.0008411843876177658
2,KnockoffNet,1000,0.0005047106325706595
3,KnockoffNet,5000,0.012617765814266487
4,KnockoffNet,10000,0.004542395693135935
5,KnockoffNet,20000,0.00016823687752355316
6,KnockoffNet,25000,0.0008411843876177658
7,KnockoffNet,40000,0.015141318977119785
8,KnockoffNet,50000,0.008075370121130552
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.013927576601671309
2,KnockoffNet,1000,0.019312906220984215
3,KnockoffNet,5000,0.023026926648096566
4,KnockoffNet,10000,0.13221912720519963
5,KnockoffNet,20000,0.18922934076137418
6,KnockoffNet,25000,0.08040854224698236
7,KnockoffNet,40000,0.18328690807799444
8,KnockoffNet,50000,0.09192200557103064
0,KnockoffNet,250,0.003342618384401114
1,KnockoffNet,500,0.0003714020427112349
2,KnockoffNet,1000,0.0005571030640668524
3,KnockoffNet,5000,0.07985143918291551
4,KnockoffNet,10000,0.008913649025069638
5,KnockoffNet,20000,0.19517177344475395
6,KnockoffNet,25000,0.1372330547818013
7,KnockoffNet,40000,0.14614670380687095
8,KnockoffNet,50000,0.0818941504178273
0,KnockoffNet,250,0.0008097165991902834
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0032388663967611335
3,KnockoffNet,5000,0.0011336032388663967
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.0006477732793522267
6,KnockoffNet,25000,0.0009716599190283401
7,KnockoffNet,40000,0.0006477732793522267
8,KnockoffNet,50000,0.0012955465587044534
0,KnockoffNet,250,0.00048582995951417006
1,KnockoffNet,500,0.0008097165991902834
2,KnockoffNet,1000,0.003076923076923077
3,KnockoffNet,5000,0.00032388663967611336
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.0
6,KnockoffNet,25000,0.0009716599190283401
7,KnockoffNet,40000,0.00032388663967611336
8,KnockoffNet,50000,0.0
0,KnockoffNet,250,0.00017152658662092623
1,KnockoffNet,500,0.002915951972555746
2,KnockoffNet,1000,0.0010291595197255575
3,KnockoffNet,5000,0.058319039451114926
4,KnockoffNet,10000,0.7216123499142367
5,KnockoffNet,20000,0.2986277873070326
6,KnockoffNet,25000,0.18404802744425386
7,KnockoffNet,40000,0.37615780445969127
8,KnockoffNet,50000,0.2037735849056604
0,KnockoffNet,250,0.0012006861063464838
1,KnockoffNet,500,0.002572898799313894
2,KnockoffNet,1000,0.0005145797598627787
3,KnockoffNet,5000,0.041852487135506
4,KnockoffNet,10000,0.31269296740994856
5,KnockoffNet,20000,0.34253859348198973
6,KnockoffNet,25000,0.3360205831903945
7,KnockoffNet,40000,0.5910806174957118
8,KnockoffNet,50000,0.2639794168096055
0,KnockoffNet,250,0.005043762053107847
1,KnockoffNet,500,0.01557632398753894
2,KnockoffNet,1000,0.006675567423230975
3,KnockoffNet,5000,0.006527221480492508
4,KnockoffNet,10000,0.0038569945112001186
5,KnockoffNet,20000,0.09034267912772585
6,KnockoffNet,25000,0.019878356326954456
7,KnockoffNet,40000,0.0345646046580626
8,KnockoffNet,50000,0.03130099391781635
0,KnockoffNet,250,0.04895416110369381
1,KnockoffNet,500,0.00949414033526183
2,KnockoffNet,1000,0.016614745586708203
3,KnockoffNet,5000,0.013499480789200415
4,KnockoffNet,10000,0.012016021361815754
5,KnockoffNet,20000,0.011867675419077288
6,KnockoffNet,25000,0.004450378282153983
7,KnockoffNet,40000,0.024180388666369974
8,KnockoffNet,50000,0.020768431983385256
0,KnockoffNet,250,0.0022620778801098725
1,KnockoffNet,500,0.05380513814832768
2,KnockoffNet,1000,0.0004847309743092584
3,KnockoffNet,5000,0.0024236548715462916
4,KnockoffNet,10000,0.00016157699143641945
5,KnockoffNet,20000,0.005008886734529003
6,KnockoffNet,25000,0.043141056713523994
7,KnockoffNet,40000,0.00016157699143641945
8,KnockoffNet,50000,0.00016157699143641945
0,KnockoffNet,250,0.425270641460656
1,KnockoffNet,500,0.0022620778801098725
2,KnockoffNet,1000,0.005493617708838262
3,KnockoffNet,5000,0.00597834868314752
4,KnockoffNet,10000,0.0012926159314913556
5,KnockoffNet,20000,0.0011310389400549362
6,KnockoffNet,25000,0.0022620778801098725
7,KnockoffNet,40000,0.0298917434157376
8,KnockoffNet,50000,0.0182582000323154
0,KnockoffNet,250,0.008011869436201781
1,KnockoffNet,500,0.00741839762611276
2,KnockoffNet,1000,0.026706231454005934
3,KnockoffNet,5000,0.1225519287833828
4,KnockoffNet,10000,0.15
5,KnockoffNet,20000,0.38545994065281897
6,KnockoffNet,25000,0.3400593471810089
7,KnockoffNet,40000,0.14317507418397626
8,KnockoffNet,50000,0.24614243323442137
0,KnockoffNet,250,0.013798219584569733
1,KnockoffNet,500,0.01884272997032641
2,KnockoffNet,1000,0.020326409495548963
3,KnockoffNet,5000,0.037091988130563795
4,KnockoffNet,10000,0.03412462908011869
5,KnockoffNet,20000,0.1626112759643917
6,KnockoffNet,25000,0.18575667655786351
7,KnockoffNet,40000,0.22729970326409496
8,KnockoffNet,50000,0.39258160237388723
0,KnockoffNet,250,0.04527623406341942
1,KnockoffNet,500,0.009970578620464203
2,KnockoffNet,1000,0.016835567178816607
3,KnockoffNet,5000,0.008989865969271003
4,KnockoffNet,10000,0.005884275907159202
5,KnockoffNet,20000,0.12177182085648905
6,KnockoffNet,25000,0.030238640078457012
7,KnockoffNet,40000,0.020594965675057208
8,KnockoffNet,50000,0.12356979405034325
0,KnockoffNet,250,0.548218372016999
1,KnockoffNet,500,0.15168355671788167
2,KnockoffNet,1000,0.013893429225237005
3,KnockoffNet,5000,0.03220006538084341
4,KnockoffNet,10000,0.006047728015691403
5,KnockoffNet,20000,0.2847335730630925
6,KnockoffNet,25000,0.01896044458973521
7,KnockoffNet,40000,0.3597580908793723
8,KnockoffNet,50000,0.054266100032690424
0,KnockoffNet,250,0.010182689427972447
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.012428870919436957
3,KnockoffNet,5000,0.005241090146750524
4,KnockoffNet,10000,0.060347409404013175
5,KnockoffNet,20000,0.01931716082659479
6,KnockoffNet,25000,0.018119197364480383
7,KnockoffNet,40000,0.039532794249775384
8,KnockoffNet,50000,0.04746930218628332
0,KnockoffNet,250,0.03294399520814615
1,KnockoffNet,500,0.09359089547768792
2,KnockoffNet,1000,0.001946690625935909
3,KnockoffNet,5000,0.027403414195867025
4,KnockoffNet,10000,0.07427373465109315
5,KnockoffNet,20000,0.03459119496855346
6,KnockoffNet,25000,0.021114106019766397
7,KnockoffNet,40000,0.0444743935309973
8,KnockoffNet,50000,0.07577118897873615
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00030289262456459186
2,KnockoffNet,1000,0.0006057852491291837
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.0009086778736937755
5,KnockoffNet,20000,0.00045433893684688776
6,KnockoffNet,25000,0.04361653793730123
7,KnockoffNet,40000,0.029986369831894594
8,KnockoffNet,50000,0.22944116310767831
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00015144631228229593
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.3763440860215054
4,KnockoffNet,10000,0.0007572315614114796
5,KnockoffNet,20000,0.19112524610025747
6,KnockoffNet,25000,0.5851885506587915
7,KnockoffNet,40000,0.010146902922913826
8,KnockoffNet,50000,0.29123125851885506
0,KnockoffNet,250,0.0008366800535475234
1,KnockoffNet,500,0.0028447121820615795
2,KnockoffNet,1000,0.0016733601070950468
3,KnockoffNet,5000,0.0025100401606425703
4,KnockoffNet,10000,0.0025100401606425703
5,KnockoffNet,20000,0.0033467202141900937
6,KnockoffNet,25000,0.014558232931726908
7,KnockoffNet,40000,0.028279785809906293
8,KnockoffNet,50000,0.006860776439089692
0,KnockoffNet,250,0.002008032128514056
1,KnockoffNet,500,0.0025100401606425703
2,KnockoffNet,1000,0.008366800535475234
3,KnockoffNet,5000,0.0025100401606425703
4,KnockoffNet,10000,0.002008032128514056
5,KnockoffNet,20000,0.24431057563587685
6,KnockoffNet,25000,0.019410977242302542
7,KnockoffNet,40000,0.008868808567603748
8,KnockoffNet,50000,0.016231593038821955
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0002926972047416947
4,KnockoffNet,10000,0.005122201082979658
5,KnockoffNet,20000,0.0011707888189667788
6,KnockoffNet,25000,0.0002926972047416947
7,KnockoffNet,40000,0.02107419874140202
8,KnockoffNet,50000,0.039660471242499634
0,KnockoffNet,250,0.0002926972047416947
1,KnockoffNet,500,0.00014634860237084735
2,KnockoffNet,1000,0.0008780916142250841
3,KnockoffNet,5000,0.0013171374213376262
4,KnockoffNet,10000,0.6247621835211473
5,KnockoffNet,20000,0.4353870920532709
6,KnockoffNet,25000,0.22201082979657544
7,KnockoffNet,40000,0.5950534172398654
8,KnockoffNet,50000,0.34099224352407437
0,KnockoffNet,250,0.0012029558343357965
1,KnockoffNet,500,0.019419144182849287
2,KnockoffNet,1000,0.00945179584120983
3,KnockoffNet,5000,0.4122701495102251
4,KnockoffNet,10000,0.40195909950163256
5,KnockoffNet,20000,0.36501117030417596
6,KnockoffNet,25000,0.24230967520192473
7,KnockoffNet,40000,0.6422065647018388
8,KnockoffNet,50000,0.7783124248152603
0,KnockoffNet,250,0.07664547173053789
1,KnockoffNet,500,0.07973878673311566
2,KnockoffNet,1000,0.24162227186801857
3,KnockoffNet,5000,0.00807698917339749
4,KnockoffNet,10000,0.5334249871111875
5,KnockoffNet,20000,0.0989860800824884
6,KnockoffNet,25000,0.6965114280804262
7,KnockoffNet,40000,0.9200893624334078
8,KnockoffNet,50000,0.9293693074411411
0,KnockoffNet,250,0.0005089058524173028
1,KnockoffNet,500,0.00033927056827820186
2,KnockoffNet,1000,0.0013570822731128074
3,KnockoffNet,5000,0.01441899915182358
4,KnockoffNet,10000,0.022731128074639523
5,KnockoffNet,20000,0.13299406276505513
6,KnockoffNet,25000,0.02731128074639525
7,KnockoffNet,40000,0.06378286683630195
8,KnockoffNet,50000,0.07888040712468193
0,KnockoffNet,250,0.002035623409669211
1,KnockoffNet,500,0.015436810856658184
2,KnockoffNet,1000,0.0018659881255301102
3,KnockoffNet,5000,0.020865139949109414
4,KnockoffNet,10000,0.10415606446140797
5,KnockoffNet,20000,0.050381679389312976
6,KnockoffNet,25000,0.08108566581849025
7,KnockoffNet,40000,0.04631043256997455
8,KnockoffNet,50000,0.10245971162001696
0,KnockoffNet,250,0.46350726552179655
1,KnockoffNet,500,0.3023447820343461
2,KnockoffNet,1000,0.03236459709379128
3,KnockoffNet,5000,0.00297225891677675
4,KnockoffNet,10000,0.0008256274768824307
5,KnockoffNet,20000,0.004788639365918098
6,KnockoffNet,25000,0.07397622192866579
7,KnockoffNet,40000,0.06984808454425363
8,KnockoffNet,50000,0.09081902245706737
0,KnockoffNet,250,0.015191545574636724
1,KnockoffNet,500,0.13887054161162485
2,KnockoffNet,1000,0.021796565389696168
3,KnockoffNet,5000,0.008421400264200792
4,KnockoffNet,10000,0.010733157199471599
5,KnockoffNet,20000,0.130779392338177
6,KnockoffNet,25000,0.042107001321003965
7,KnockoffNet,40000,0.15472258916776752
8,KnockoffNet,50000,0.17916116248348746
0,KnockoffNet,250,0.0023333333333333335
1,KnockoffNet,500,0.001
2,KnockoffNet,1000,0.0008333333333333334
3,KnockoffNet,5000,0.013166666666666667
4,KnockoffNet,10000,0.0011666666666666668
5,KnockoffNet,20000,0.002
6,KnockoffNet,25000,0.0011666666666666668
7,KnockoffNet,40000,0.0035
8,KnockoffNet,50000,0.011333333333333334
0,KnockoffNet,250,0.001
1,KnockoffNet,500,0.001
2,KnockoffNet,1000,0.002
3,KnockoffNet,5000,0.0016666666666666668
4,KnockoffNet,10000,0.0008333333333333334
5,KnockoffNet,20000,0.0021666666666666666
6,KnockoffNet,25000,0.0013333333333333333
7,KnockoffNet,40000,0.005833333333333334
8,KnockoffNet,50000,0.0015
0,KnockoffNet,250,0.0735315875129457
1,KnockoffNet,500,0.005918035212309513
2,KnockoffNet,1000,0.022784435567391625
3,KnockoffNet,5000,0.0047344281698476105
4,KnockoffNet,10000,0.05666518715786359
5,KnockoffNet,20000,0.13774226956650393
6,KnockoffNet,25000,0.3244562805148691
7,KnockoffNet,40000,0.2546234650096168
8,KnockoffNet,50000,0.3774226956650392
0,KnockoffNet,250,0.001035656162154165
1,KnockoffNet,500,0.007101642254771416
2,KnockoffNet,1000,0.032253291907086847
3,KnockoffNet,5000,0.057848794200325494
4,KnockoffNet,10000,0.3824530255955023
5,KnockoffNet,20000,0.3472407160822607
6,KnockoffNet,25000,0.10534102677910934
7,KnockoffNet,40000,0.45139813581890814
8,KnockoffNet,50000,0.5907678650687972
0,KnockoffNet,250,0.005352065562803144
1,KnockoffNet,500,0.00016725204883759825
2,KnockoffNet,1000,0.016892456932597423
3,KnockoffNet,5000,0.012711155711657467
4,KnockoffNet,10000,0.0015052684395383843
5,KnockoffNet,20000,0.0963371801304566
6,KnockoffNet,25000,0.0041813012209399565
7,KnockoffNet,40000,0.03947148352567319
8,KnockoffNet,50000,0.08195350393042315
0,KnockoffNet,250,0.0030105368790767687
1,KnockoffNet,500,0.00016725204883759825
2,KnockoffNet,1000,0.0008362602441879914
3,KnockoffNet,5000,0.0028432848302391706
4,KnockoffNet,10000,0.016223448737247032
5,KnockoffNet,20000,0.02977086469309249
6,KnockoffNet,25000,0.013714668004683057
7,KnockoffNet,40000,0.07141662485365445
8,KnockoffNet,50000,0.06071249372804817
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00033233632436025255
2,KnockoffNet,1000,0.011133266866068461
3,KnockoffNet,5000,0.058491193087404456
4,KnockoffNet,10000,0.029245596543702228
5,KnockoffNet,20000,0.03788634097706879
6,KnockoffNet,25000,0.028082419408441344
7,KnockoffNet,40000,0.21036889332003988
8,KnockoffNet,50000,0.1542040545031572
0,KnockoffNet,250,0.003323363243602526
1,KnockoffNet,500,0.0008308408109006315
2,KnockoffNet,1000,0.0006646726487205051
3,KnockoffNet,5000,0.0004985044865403788
4,KnockoffNet,10000,0.08873379860418744
5,KnockoffNet,20000,0.031571950814223995
6,KnockoffNet,25000,0.017613825191093387
7,KnockoffNet,40000,0.010800930541708208
8,KnockoffNet,50000,0.08491193087404453
0,KnockoffNet,250,0.0280121498481269
1,KnockoffNet,500,0.03324333445831927
2,KnockoffNet,1000,0.060749240634492066
3,KnockoffNet,5000,0.03914951063111711
4,KnockoffNet,10000,0.3000337495781303
5,KnockoffNet,20000,0.08386770165372932
6,KnockoffNet,25000,0.10158623017212284
7,KnockoffNet,40000,0.1110361120485994
8,KnockoffNet,50000,0.1267296658791765
0,KnockoffNet,250,0.041174485318933515
1,KnockoffNet,500,0.018056024299696254
2,KnockoffNet,1000,0.1751603104961188
3,KnockoffNet,5000,0.13634829564630443
4,KnockoffNet,10000,0.45477556530543367
5,KnockoffNet,20000,0.32568342895713803
6,KnockoffNet,25000,0.530374620317246
7,KnockoffNet,40000,0.551974350320621
8,KnockoffNet,50000,0.4655754303071212
0,KnockoffNet,250,0.05862245769953854
1,KnockoffNet,500,0.0076909929926508285
2,KnockoffNet,1000,0.0011963766877456845
3,KnockoffNet,5000,0.10408477183387455
4,KnockoffNet,10000,0.09365920355494788
5,KnockoffNet,20000,0.6771492052640574
6,KnockoffNet,25000,0.411211758673731
7,KnockoffNet,40000,0.5790463168689113
8,KnockoffNet,50000,0.4518885660570843
0,KnockoffNet,250,0.5144419757306443
1,KnockoffNet,500,0.23363527602119297
2,KnockoffNet,1000,0.006836438215689626
3,KnockoffNet,5000,0.16646727055204238
4,KnockoffNet,10000,0.6397197060331568
5,KnockoffNet,20000,0.5180311057938813
6,KnockoffNet,25000,0.6333960006836438
7,KnockoffNet,40000,0.625705007690993
8,KnockoffNet,50000,0.47410699025807557
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00014760147601476016
2,KnockoffNet,1000,0.00014760147601476016
3,KnockoffNet,5000,0.0005904059040590406
4,KnockoffNet,10000,0.0011808118081180813
5,KnockoffNet,20000,0.00915129151291513
6,KnockoffNet,25000,0.016236162361623615
7,KnockoffNet,40000,0.0032472324723247232
8,KnockoffNet,50000,0.005756457564575645
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0014760147601476014
2,KnockoffNet,1000,0.00014760147601476016
3,KnockoffNet,5000,0.00044280442804428045
4,KnockoffNet,10000,0.0005904059040590406
5,KnockoffNet,20000,0.004132841328413284
6,KnockoffNet,25000,0.003985239852398524
7,KnockoffNet,40000,0.0017712177121771218
8,KnockoffNet,50000,0.01151291512915129
0,KnockoffNet,250,0.005250525052505251
1,KnockoffNet,500,0.015001500150015001
2,KnockoffNet,1000,0.01065106510651065
3,KnockoffNet,5000,0.1329132913291329
4,KnockoffNet,10000,0.0354035403540354
5,KnockoffNet,20000,0.0159015901590159
6,KnockoffNet,25000,0.012901290129012902
7,KnockoffNet,40000,0.05175517551755175
8,KnockoffNet,50000,0.052355235523552354
0,KnockoffNet,250,0.007050705070507051
1,KnockoffNet,500,0.045004500450045004
2,KnockoffNet,1000,0.024602460246024603
3,KnockoffNet,5000,0.008550855085508551
4,KnockoffNet,10000,0.009450945094509451
5,KnockoffNet,20000,0.10921092109210921
6,KnockoffNet,25000,0.12166216621662167
7,KnockoffNet,40000,0.045604560456045606
8,KnockoffNet,50000,0.06930693069306931
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0008620689655172414
2,KnockoffNet,1000,0.000689655172413793
3,KnockoffNet,5000,0.013793103448275862
4,KnockoffNet,10000,0.023448275862068966
5,KnockoffNet,20000,0.010862068965517242
6,KnockoffNet,25000,0.03362068965517241
7,KnockoffNet,40000,0.012758620689655173
8,KnockoffNet,50000,0.05862068965517241
0,KnockoffNet,250,0.0020689655172413794
1,KnockoffNet,500,0.0005172413793103448
2,KnockoffNet,1000,0.001206896551724138
3,KnockoffNet,5000,0.0017241379310344827
4,KnockoffNet,10000,0.003965517241379311
5,KnockoffNet,20000,0.010172413793103447
6,KnockoffNet,25000,0.006551724137931035
7,KnockoffNet,40000,0.013793103448275862
8,KnockoffNet,50000,0.08017241379310344
0,KnockoffNet,250,0.03040103492884864
1,KnockoffNet,500,0.03703104786545925
2,KnockoffNet,1000,0.03460543337645537
3,KnockoffNet,5000,0.2867076326002587
4,KnockoffNet,10000,0.1731888745148771
5,KnockoffNet,20000,0.12354463130659767
6,KnockoffNet,25000,0.25291073738680464
7,KnockoffNet,40000,0.8974773609314359
8,KnockoffNet,50000,0.5297542043984476
0,KnockoffNet,250,0.14909443725743854
1,KnockoffNet,500,0.059508408796895215
2,KnockoffNet,1000,0.062095730918499355
3,KnockoffNet,5000,0.012128072445019405
4,KnockoffNet,10000,0.15459249676584735
5,KnockoffNet,20000,0.03557567917205692
6,KnockoffNet,25000,0.35753557567917205
7,KnockoffNet,40000,0.29641009055627426
8,KnockoffNet,50000,0.19970892626131953
0,KnockoffNet,250,0.003015075376884422
1,KnockoffNet,500,0.011390284757118929
2,KnockoffNet,1000,0.012060301507537688
3,KnockoffNet,5000,0.022948073701842545
4,KnockoffNet,10000,0.1745393634840871
5,KnockoffNet,20000,0.07018425460636515
6,KnockoffNet,25000,0.14003350083752095
7,KnockoffNet,40000,0.11256281407035176
8,KnockoffNet,50000,0.7867671691792295
0,KnockoffNet,250,0.007035175879396985
1,KnockoffNet,500,0.002512562814070352
2,KnockoffNet,1000,0.005192629815745394
3,KnockoffNet,5000,0.005360134003350084
4,KnockoffNet,10000,0.027135678391959798
5,KnockoffNet,20000,0.08157453936348409
6,KnockoffNet,25000,0.42780569514237854
7,KnockoffNet,40000,0.011892797319932999
8,KnockoffNet,50000,0.6685092127303183
0,KnockoffNet,250,0.00633619083115915
1,KnockoffNet,500,0.014535967200894522
2,KnockoffNet,1000,0.002049944092433843
3,KnockoffNet,5000,0.015467759970182631
4,KnockoffNet,10000,0.03186731270965337
5,KnockoffNet,20000,0.01807677972418934
6,KnockoffNet,25000,0.02236302646291465
7,KnockoffNet,40000,0.04938501677226985
8,KnockoffNet,50000,0.040067089079388746
0,KnockoffNet,250,0.0003727171077152441
1,KnockoffNet,500,0.0003727171077152441
2,KnockoffNet,1000,0.00018635855385762206
3,KnockoffNet,5000,0.05199403652627656
4,KnockoffNet,10000,0.0126723816623183
5,KnockoffNet,20000,0.05423033917256802
6,KnockoffNet,25000,0.03224002981736862
7,KnockoffNet,40000,0.04342154304882594
8,KnockoffNet,50000,0.032799105478941486
0,KnockoffNet,250,0.004299652720357202
1,KnockoffNet,500,0.021829006118736564
2,KnockoffNet,1000,0.0014883413262774929
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.006118736563585249
5,KnockoffNet,20000,0.000992227550851662
6,KnockoffNet,25000,0.004630395237307756
7,KnockoffNet,40000,0.000165371258475277
8,KnockoffNet,50000,0.000826856292376385
0,KnockoffNet,250,0.16057549197949397
1,KnockoffNet,500,0.09145030593682818
2,KnockoffNet,1000,0.12832809657681496
3,KnockoffNet,5000,0.0014883413262774929
4,KnockoffNet,10000,0.004465023978832479
5,KnockoffNet,20000,0.0014883413262774929
6,KnockoffNet,25000,0.001819083843228047
7,KnockoffNet,40000,0.09111956341987762
8,KnockoffNet,50000,0.04018521580949231
0,KnockoffNet,250,0.0003359086328518643
1,KnockoffNet,500,0.0016795431642593216
2,KnockoffNet,1000,0.0047027208599261005
3,KnockoffNet,5000,0.0053745381256298285
4,KnockoffNet,10000,0.24386966745045346
5,KnockoffNet,20000,0.0282163251595566
6,KnockoffNet,25000,0.143600940544172
7,KnockoffNet,40000,0.03258313738663084
8,KnockoffNet,50000,0.09304669129996641
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.020826335236815586
3,KnockoffNet,5000,0.012932482364796775
4,KnockoffNet,10000,0.014612025529056097
5,KnockoffNet,20000,0.09657373194491098
6,KnockoffNet,25000,0.05861605643265032
7,KnockoffNet,40000,0.10581121934833725
8,KnockoffNet,50000,0.06970104131676184
0,KnockoffNet,250,0.06448952663697839
1,KnockoffNet,500,0.022101269998350652
2,KnockoffNet,1000,0.0031337621639452415
3,KnockoffNet,5000,0.0004948045522018803
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.005112980372752762
6,KnockoffNet,25000,0.00032986970146792015
7,KnockoffNet,40000,0.004783110671284842
8,KnockoffNet,50000,0.04238825663862774
0,KnockoffNet,250,0.06053109021936335
1,KnockoffNet,500,0.003628566716147122
2,KnockoffNet,1000,0.002309087910275441
3,KnockoffNet,5000,0.00016493485073396007
4,KnockoffNet,10000,0.00016493485073396007
5,KnockoffNet,20000,0.0011545439551377205
6,KnockoffNet,25000,0.00016493485073396007
7,KnockoffNet,40000,0.0016493485073396008
8,KnockoffNet,50000,0.0016493485073396008
0,KnockoffNet,250,0.006999447412046418
1,KnockoffNet,500,0.004052311659605821
2,KnockoffNet,1000,0.0007367839381101492
3,KnockoffNet,5000,0.005341683551298581
4,KnockoffNet,10000,0.01436728679314791
5,KnockoffNet,20000,0.025050653895745074
6,KnockoffNet,25000,0.12138515380364708
7,KnockoffNet,40000,0.036655000920979924
8,KnockoffNet,50000,0.1886166881561982
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.012525326947872537
2,KnockoffNet,1000,0.04807515196168723
3,KnockoffNet,5000,0.01970897034444649
4,KnockoffNet,10000,0.021550930189721863
