,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.17272574970681856
1,KnockoffNet,500,0.2816217121795946
2,KnockoffNet,1000,0.2843022281789244
3,KnockoffNet,5000,0.026302563243424358
4,KnockoffNet,10000,0.14374267046406433
5,KnockoffNet,20000,0.27324509968168875
6,KnockoffNet,25000,0.38314625565421345
7,KnockoffNet,40000,0.06751549673312113
8,KnockoffNet,50000,0.16267381470933154
0,KnockoffNet,250,0.13117775171720555
1,KnockoffNet,500,0.2424191656893952
2,KnockoffNet,1000,0.38130340090467413
3,KnockoffNet,5000,0.04540123973864969
4,KnockoffNet,10000,0.15195175071201206
5,KnockoffNet,20000,0.20221142569944714
6,KnockoffNet,25000,0.10889596247277601
7,KnockoffNet,40000,0.06081420673479645
8,KnockoffNet,50000,0.3482995476629251
