,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.4211938296445339
1,KnockoffNet,500,0.4733400402414487
2,KnockoffNet,1000,0.6064721663313213
3,KnockoffNet,5000,0.32461435278336687
4,KnockoffNet,10000,0.3226022803487592
5,KnockoffNet,20000,0.38195841716968476
6,KnockoffNet,25000,0.38028169014084506
7,KnockoffNet,40000,0.3737424547283702
8,KnockoffNet,50000,0.39621059691482224
0,KnockoffNet,250,0.5600268276324615
1,KnockoffNet,500,0.3440643863179074
2,KnockoffNet,1000,0.40325285043594905
3,KnockoffNet,5000,0.2181421864520456
4,KnockoffNet,10000,0.3623407109322602
5,KnockoffNet,20000,0.4300804828973843
6,KnockoffNet,25000,0.4518779342723005
7,KnockoffNet,40000,0.3267940979208585
8,KnockoffNet,50000,0.5464453386988598
