,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.05418250950570342
1,KnockoffNet,500,0.0038022813688212928
2,KnockoffNet,1000,0.0003168567807351077
3,KnockoffNet,5000,0.02455640050697085
4,KnockoffNet,10000,0.14226869455006338
5,KnockoffNet,20000,0.6018694550063372
6,KnockoffNet,25000,0.5421419518377694
7,KnockoffNet,40000,0.7490494296577946
8,KnockoffNet,50000,0.7435044359949303
0,KnockoffNet,250,0.003643852978453739
1,KnockoffNet,500,0.0003168567807351077
2,KnockoffNet,1000,0.019486692015209126
3,KnockoffNet,5000,0.007446134347275032
4,KnockoffNet,10000,0.19771863117870722
5,KnockoffNet,20000,0.03263624841571609
6,KnockoffNet,25000,0.09600760456273764
7,KnockoffNet,40000,0.47655259822560203
8,KnockoffNet,50000,0.24366286438529786
