,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.000792016473942658
2,KnockoffNet,1000,0.002851259306193569
3,KnockoffNet,5000,0.007444954855060985
4,KnockoffNet,10000,0.021384444796451765
5,KnockoffNet,20000,0.02471091398701093
6,KnockoffNet,25000,0.009345794392523364
7,KnockoffNet,40000,0.12608902265167116
8,KnockoffNet,50000,0.04815460161571361
0,KnockoffNet,250,0.0019008395374623792
1,KnockoffNet,500,0.009662600982100427
2,KnockoffNet,1000,0.003168065895770632
3,KnockoffNet,5000,0.007444954855060985
4,KnockoffNet,10000,0.021067638206874705
5,KnockoffNet,20000,0.012672263583082528
6,KnockoffNet,25000,0.14921590369079676
7,KnockoffNet,40000,0.05940123554569935
8,KnockoffNet,50000,0.040392840171075556
