,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.36313410346559516
1,KnockoffNet,500,0.5956805625313912
2,KnockoffNet,1000,0.8342541436464088
3,KnockoffNet,5000,0.40515653775322286
4,KnockoffNet,10000,0.11150175791059769
5,KnockoffNet,20000,0.19688598694123555
6,KnockoffNet,25000,0.04804955633684915
7,KnockoffNet,40000,0.22618449690272896
8,KnockoffNet,50000,0.39544617445169933
0,KnockoffNet,250,0.7520508956973045
1,KnockoffNet,500,0.5938389419052402
2,KnockoffNet,1000,0.6526033818851499
3,KnockoffNet,5000,0.034321111669177964
4,KnockoffNet,10000,0.01808136614766449
5,KnockoffNet,20000,0.0743345052737318
6,KnockoffNet,25000,0.0622802611752888
7,KnockoffNet,40000,0.337351414699481
8,KnockoffNet,50000,0.42775824543780344
