,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.6300695740709316
1,KnockoffNet,500,0.7130493806210758
2,KnockoffNet,1000,0.5007636178516884
3,KnockoffNet,5000,0.5901917529272017
4,KnockoffNet,10000,0.547429153232649
5,KnockoffNet,20000,0.6867469879518072
6,KnockoffNet,25000,0.5133208891905651
7,KnockoffNet,40000,0.33395554047174614
8,KnockoffNet,50000,0.2806719837094858
0,KnockoffNet,250,0.4734430680468352
1,KnockoffNet,500,0.7933141014763279
2,KnockoffNet,1000,0.849652129645342
3,KnockoffNet,5000,0.8123197013405735
4,KnockoffNet,10000,0.7220431019854064
5,KnockoffNet,20000,0.362973018835907
6,KnockoffNet,25000,0.5664347530968946
7,KnockoffNet,40000,0.4729339894790429
8,KnockoffNet,50000,0.37196674020023757
