,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.04114189756507137
1,KnockoffNet,500,0.02434928631402183
2,KnockoffNet,1000,0.05172124265323258
3,KnockoffNet,5000,0.2723761544920235
4,KnockoffNet,10000,0.0011754827875734676
5,KnockoffNet,20000,0.19311502938706968
6,KnockoffNet,25000,0.3032745591939547
7,KnockoffNet,40000,0.1316540722082284
8,KnockoffNet,50000,0.326448362720403
0,KnockoffNet,250,0.37212426532325776
1,KnockoffNet,500,0.002686817800167926
2,KnockoffNet,1000,0.06918555835432409
3,KnockoffNet,5000,0.23795130142737195
4,KnockoffNet,10000,0.400335852225021
5,KnockoffNet,20000,0.23828715365239295
6,KnockoffNet,25000,0.14727120067170446
7,KnockoffNet,40000,0.34727120067170447
8,KnockoffNet,50000,0.12577665827036105
