,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.6353741496598639
1,KnockoffNet,500,0.7166666666666667
2,KnockoffNet,1000,0.5792517006802721
3,KnockoffNet,5000,0.773639455782313
4,KnockoffNet,10000,0.8062925170068027
5,KnockoffNet,20000,0.6144557823129252
6,KnockoffNet,25000,0.6122448979591837
7,KnockoffNet,40000,0.5244897959183673
8,KnockoffNet,50000,0.4923469387755102
0,KnockoffNet,250,0.3416666666666667
1,KnockoffNet,500,0.530952380952381
2,KnockoffNet,1000,0.7710884353741496
3,KnockoffNet,5000,0.7443877551020408
4,KnockoffNet,10000,0.7431972789115646
5,KnockoffNet,20000,0.6569727891156463
6,KnockoffNet,25000,0.5574829931972789
7,KnockoffNet,40000,0.8243197278911565
8,KnockoffNet,50000,0.6564625850340136
