,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00048410521219945134
1,KnockoffNet,500,0.0008068420203324189
2,KnockoffNet,1000,0.00048410521219945134
3,KnockoffNet,5000,0.00048410521219945134
4,KnockoffNet,10000,0.0008068420203324189
5,KnockoffNet,20000,0.0019364208487978054
6,KnockoffNet,25000,0.035339680490559945
7,KnockoffNet,40000,0.02178473454897531
8,KnockoffNet,50000,0.18476682265612393
0,KnockoffNet,250,0.0009682104243989027
1,KnockoffNet,500,0.00032273680813296756
2,KnockoffNet,1000,0.00032273680813296756
3,KnockoffNet,5000,0.0011295788284653866
4,KnockoffNet,10000,0.0006454736162659351
5,KnockoffNet,20000,0.0038728416975956107
6,KnockoffNet,25000,0.053574310150072614
7,KnockoffNet,40000,0.02565757624657092
8,KnockoffNet,50000,0.02226883976117476
