,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.022829528411931345
1,KnockoffNet,500,0.02766205632394601
2,KnockoffNet,1000,0.009498416930511582
3,KnockoffNet,5000,0.030661556407265457
4,KnockoffNet,10000,0.03349441759706716
5,KnockoffNet,20000,0.03332777870354941
6,KnockoffNet,25000,0.09515080819863356
7,KnockoffNet,40000,0.0956507248791868
8,KnockoffNet,50000,0.0868188635227462
0,KnockoffNet,250,0.008331944675887352
1,KnockoffNet,500,0.04082652891184803
2,KnockoffNet,1000,0.008331944675887352
3,KnockoffNet,5000,0.02816197300449925
4,KnockoffNet,10000,0.029328445259123478
5,KnockoffNet,20000,0.03416097317113814
6,KnockoffNet,25000,0.014330944842526245
7,KnockoffNet,40000,0.06848858523579403
8,KnockoffNet,50000,0.11731378103649391
