,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0016617429837518464
1,KnockoffNet,500,0.0014771048744460858
2,KnockoffNet,1000,0.006462333825701625
3,KnockoffNet,5000,0.02861890694239291
4,KnockoffNet,10000,0.005723781388478582
5,KnockoffNet,20000,0.004246676514032497
6,KnockoffNet,25000,0.00535450516986706
7,KnockoffNet,40000,0.0033234859675036928
8,KnockoffNet,50000,0.0103397341211226
0,KnockoffNet,250,0.0011078286558345643
1,KnockoffNet,500,0.0011078286558345643
2,KnockoffNet,1000,0.0048005908419497785
3,KnockoffNet,5000,0.00036927621861152144
4,KnockoffNet,10000,0.003138847858197932
5,KnockoffNet,20000,0.01624815361890694
6,KnockoffNet,25000,0.004985228951255539
7,KnockoffNet,40000,0.009416543574593796
8,KnockoffNet,50000,0.016617429837518464
