,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.001047486033519553
1,KnockoffNet,500,0.00017458100558659218
2,KnockoffNet,1000,0.00017458100558659218
3,KnockoffNet,5000,0.06005586592178771
4,KnockoffNet,10000,0.04993016759776536
5,KnockoffNet,20000,0.16462988826815642
6,KnockoffNet,25000,0.17074022346368714
7,KnockoffNet,40000,0.07297486033519553
8,KnockoffNet,50000,0.28997905027932963
0,KnockoffNet,250,0.20251396648044692
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.029155027932960893
3,KnockoffNet,5000,0.00960195530726257
4,KnockoffNet,10000,0.14175977653631286
5,KnockoffNet,20000,0.23114525139664804
6,KnockoffNet,25000,0.11976256983240223
7,KnockoffNet,40000,0.23324022346368714
8,KnockoffNet,50000,0.13041201117318435
