,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0049776862341228975
2,KnockoffNet,1000,0.004806041881222108
3,KnockoffNet,5000,0.0022313765877102643
4,KnockoffNet,10000,0.19653278407140404
5,KnockoffNet,20000,0.046515619636113975
6,KnockoffNet,25000,0.07964297974596636
7,KnockoffNet,40000,0.09079986268451767
8,KnockoffNet,50000,0.25369035358736697
0,KnockoffNet,250,0.00034328870580157915
1,KnockoffNet,500,0.0005149330587023687
2,KnockoffNet,1000,0.0010298661174047373
3,KnockoffNet,5000,0.001544799176107106
4,KnockoffNet,10000,0.029007895640233438
5,KnockoffNet,20000,0.10727772056299348
6,KnockoffNet,25000,0.044112598695502915
7,KnockoffNet,40000,0.022313765877102643
8,KnockoffNet,50000,0.16186062478544455
