,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0202122283981809
2,KnockoffNet,1000,0.019538487451574868
3,KnockoffNet,5000,0.033855482566953005
4,KnockoffNet,10000,0.05676267475155802
5,KnockoffNet,20000,0.07663803267643592
6,KnockoffNet,25000,0.011285160855651002
7,KnockoffNet,40000,0.2636011453596092
8,KnockoffNet,50000,0.14232777497052385
0,KnockoffNet,250,0.0018527876031665825
1,KnockoffNet,500,0.005895233282802763
2,KnockoffNet,1000,0.00538992757284824
3,KnockoffNet,5000,0.044635337712649485
4,KnockoffNet,10000,0.028633990230756273
5,KnockoffNet,20000,0.03486609398686205
6,KnockoffNet,25000,0.07832238504295098
7,KnockoffNet,40000,0.019033181741620348
8,KnockoffNet,50000,0.10661950480040425
