,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.17861339600470036
1,KnockoffNet,500,0.0681551116333725
2,KnockoffNet,1000,0.11650159476246433
3,KnockoffNet,5000,0.17173073694812827
4,KnockoffNet,10000,0.17055564881651838
5,KnockoffNet,20000,0.21353030048682223
6,KnockoffNet,25000,0.029545073023333892
7,KnockoffNet,40000,0.273963404398187
8,KnockoffNet,50000,0.08594930334060769
0,KnockoffNet,250,0.4149739801913715
1,KnockoffNet,500,0.48413631022326675
2,KnockoffNet,1000,0.24324324324324326
3,KnockoffNet,5000,0.12690951821386603
4,KnockoffNet,10000,0.25616921269095183
5,KnockoffNet,20000,0.15074702031223772
6,KnockoffNet,25000,0.10710088970958537
7,KnockoffNet,40000,0.22528118180292092
8,KnockoffNet,50000,0.28672150411280845
