,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.6483516483516484
1,KnockoffNet,500,0.7717666948436179
2,KnockoffNet,1000,0.5939137785291632
3,KnockoffNet,5000,0.7802197802197802
4,KnockoffNet,10000,0.5898562975486052
5,KnockoffNet,20000,0.6043956043956044
6,KnockoffNet,25000,0.6573119188503804
7,KnockoffNet,40000,0.6953508030431107
8,KnockoffNet,50000,0.7426880811496196
0,KnockoffNet,250,0.17193575655114116
1,KnockoffNet,500,0.6468300929839391
2,KnockoffNet,1000,0.705156382079459
3,KnockoffNet,5000,0.6486897717666948
4,KnockoffNet,10000,0.5898562975486052
5,KnockoffNet,20000,0.6939983093829247
6,KnockoffNet,25000,0.6818258664412511
7,KnockoffNet,40000,0.7956043956043956
8,KnockoffNet,50000,0.6299239222316145
