,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.013655656025096882
2,KnockoffNet,1000,0.002029894814541428
3,KnockoffNet,5000,0.019929876360952205
4,KnockoffNet,10000,0.034323675954973244
5,KnockoffNet,20000,0.2280863627975641
6,KnockoffNet,25000,0.05093190625576675
7,KnockoffNet,40000,0.38235836870271267
8,KnockoffNet,50000,0.07067724672448791
0,KnockoffNet,250,0.02122162760656948
1,KnockoffNet,500,0.0007381435689241557
2,KnockoffNet,1000,0.009411330503782987
3,KnockoffNet,5000,0.06717106477209818
4,KnockoffNet,10000,0.00867318693485883
5,KnockoffNet,20000,0.019745340468721166
6,KnockoffNet,25000,0.10241742018822661
7,KnockoffNet,40000,0.16755859014578336
8,KnockoffNet,50000,0.15371839822845543
