,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.07590101312074406
1,KnockoffNet,500,0.04833084205281515
2,KnockoffNet,1000,0.10861983059292477
3,KnockoffNet,5000,0.020594585617007142
4,KnockoffNet,10000,0.019930244145490782
5,KnockoffNet,20000,0.028234512539445276
6,KnockoffNet,25000,0.07224713502740408
7,KnockoffNet,40000,0.07955489121408404
8,KnockoffNet,50000,0.13270220893539278
0,KnockoffNet,250,0.01195814648729447
1,KnockoffNet,500,0.04617173227038698
2,KnockoffNet,1000,0.004650390300614516
3,KnockoffNet,5000,0.015279853844876266
4,KnockoffNet,10000,0.014283341637601728
5,KnockoffNet,20000,0.01129380501577811
6,KnockoffNet,25000,0.05464208603222056
7,KnockoffNet,40000,0.14482644079056636
8,KnockoffNet,50000,0.1210762331838565
