,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.7651202749140893
1,KnockoffNet,500,0.6723367697594502
2,KnockoffNet,1000,0.7969072164948454
3,KnockoffNet,5000,0.8524054982817869
4,KnockoffNet,10000,0.46804123711340206
5,KnockoffNet,20000,0.44209621993127146
6,KnockoffNet,25000,0.6058419243986254
7,KnockoffNet,40000,0.3237113402061856
8,KnockoffNet,50000,0.39862542955326463
0,KnockoffNet,250,0.22663230240549828
1,KnockoffNet,500,0.5713058419243986
2,KnockoffNet,1000,0.7130584192439863
3,KnockoffNet,5000,0.6699312714776632
4,KnockoffNet,10000,0.6494845360824743
5,KnockoffNet,20000,0.7221649484536082
6,KnockoffNet,25000,0.49673539518900345
7,KnockoffNet,40000,0.3824742268041237
8,KnockoffNet,50000,0.37061855670103094
