,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.9187587168758717
1,KnockoffNet,500,0.8542538354253836
2,KnockoffNet,1000,0.7440725244072525
3,KnockoffNet,5000,0.6300557880055788
4,KnockoffNet,10000,0.6511506276150628
5,KnockoffNet,20000,0.608786610878661
6,KnockoffNet,25000,0.4389818688981869
7,KnockoffNet,40000,0.5146443514644351
8,KnockoffNet,50000,0.6570781032078103
0,KnockoffNet,250,0.5946652719665272
1,KnockoffNet,500,0.35251046025104604
2,KnockoffNet,1000,0.8134588563458857
3,KnockoffNet,5000,0.7859135285913529
4,KnockoffNet,10000,0.6614365411436541
5,KnockoffNet,20000,0.6856694560669456
6,KnockoffNet,25000,0.5660739191073919
7,KnockoffNet,40000,0.5671199442119944
8,KnockoffNet,50000,0.5472454672245467
